,musicFeaturesFileNameWithDir,musicFeaturesFileName,youtubeID,musicFileNameWithDir,musicFileName,file_name,title,upload_date,view_count,like_count,dislike_count,average_rating,creator,artist,artistID,style,styleID,name,youtube_url
10,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//-9VMlly-SUY.npy,-9VMlly-SUY.npy,-9VMlly-SUY,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/pop/-9VMlly-SUY.mp3,-9VMlly-SUY.mp3,Eleftheria Eleftheriou-Aphrodisiac(Greece)-Eurovision Song Contest 2012 - on screen lyrics (HD)--9VMlly-SUY.mp3,Eleftheria Eleftheriou-Aphrodisiac(Greece)-Eurovision Song Contest 2012 - on screen lyrics (HD),20130322.0,378833.0,1687.0,59.0,4.8648338319999995,Nominees,Nominees,647,pop,2,Eleftheria Eleftheriou,https://www.youtube.com/watch?v=-9VMlly-SUY
11,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//-GY9DWIfpwc.npy,-GY9DWIfpwc.npy,-GY9DWIfpwc,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/hop/-GY9DWIfpwc.mp3,-GY9DWIfpwc.mp3,Moloko - The Time Is Now - Official Video--GY9DWIfpwc.mp3,Moloko - The Time Is Now - Official Video,20161021.0,769021.0,6356.0,209.0,4.872658253,Moloko,Moloko,8068,hop,5,Moloko,https://www.youtube.com/watch?v=-GY9DWIfpwc
12,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//-HMXuL0SShA.npy,-HMXuL0SShA.npy,-HMXuL0SShA,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/punk/-HMXuL0SShA.mp3,-HMXuL0SShA.mp3,Richard Hell & The Voidoids - Blank Generation--HMXuL0SShA.mp3,Richard Hell & The Voidoids - Blank Generation,20100125.0,171996.0,1367.0,12.0,4.965192318,Richard Hell & The Voidoids,Richard Hell & The Voidoids,12219,punk,3,Richard Hell and the Voidoids,https://www.youtube.com/watch?v=-HMXuL0SShA
13,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//-jus1FrPILs.npy,-jus1FrPILs.npy,-jus1FrPILs,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/country/-jus1FrPILs.mp3,-jus1FrPILs.mp3,Mickey Gilley - Make The World Go Away - K-ROSE--jus1FrPILs.mp3,Mickey Gilley - Make The World Go Away - K-ROSE,20080510.0,979121.0,4757.0,98.0,4.919258595,Mickey Gilley,Mickey Gilley,11777,country,7,Mickey Gilley,https://www.youtube.com/watch?v=-jus1FrPILs
14,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//-Kobdb37Cwc.npy,-Kobdb37Cwc.npy,-Kobdb37Cwc,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/punk/-Kobdb37Cwc.mp3,-Kobdb37Cwc.mp3,The Boomtown Rats - I Don't Like Mondays--Kobdb37Cwc.mp3,The Boomtown Rats - I Don't Like Mondays,20110217.0,8527735.0,48654.0,1614.0,4.871693611,Boomtown Rats,Boomtown Rats,15771,punk,3,The Boomtown Rats,https://www.youtube.com/watch?v=-Kobdb37Cwc
15,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//-Py8OWAMkns.npy,-Py8OWAMkns.npy,-Py8OWAMkns,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/country/-Py8OWAMkns.mp3,-Py8OWAMkns.mp3,Carrie Underwood - Love Wins (Official Music Video)--Py8OWAMkns.mp3,Carrie Underwood - Love Wins (Official Music Video),20180911.0,1660832.0,31872.0,901.0,4.888221263999999,Carrie Underwood,Carrie Underwood,1459,country,7,Carrie Underwood,https://www.youtube.com/watch?v=-Py8OWAMkns
16,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//-RXY5K6ADLY.npy,-RXY5K6ADLY.npy,-RXY5K6ADLY,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/punk/-RXY5K6ADLY.mp3,-RXY5K6ADLY.mp3,Youth of Today- Break Down the Walls--RXY5K6ADLY.mp3,Youth of Today- Break Down the Walls,20090813.0,218252.0,1021.0,38.0,4.856468201,Youth Of Today,Youth Of Today,8921,punk,3,Youth of Today,https://www.youtube.com/watch?v=-RXY5K6ADLY
17,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//-sWnEWpS_fA.npy,-sWnEWpS_fA.npy,-sWnEWpS_fA,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/folk/-sWnEWpS_fA.mp3,-sWnEWpS_fA.mp3,Secret Garden- Song from a Secret Garden--sWnEWpS_fA.mp3,Secret Garden- Song from a Secret Garden,20090102.0,4334486.0,26166.0,378.0,4.943194388999999,Secret Garden,Secret Garden,8853,folk,4,Secret Garden,https://www.youtube.com/watch?v=-sWnEWpS_fA
18,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//-S_QhVHGKZQ.npy,-S_QhVHGKZQ.npy,-S_QhVHGKZQ,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/metal/-S_QhVHGKZQ.mp3,-S_QhVHGKZQ.mp3,TRISTANIA - Year of the Rat (Official)--S_QhVHGKZQ.mp3,TRISTANIA - Year of the Rat (Official),20100812.0,2965810.0,17535.0,1831.0,4.62181139,,,1263,metal,1,Tristania,https://www.youtube.com/watch?v=-S_QhVHGKZQ
19,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//-t3mMi__ruY.npy,-t3mMi__ruY.npy,-t3mMi__ruY,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/metal/-t3mMi__ruY.mp3,-t3mMi__ruY.mp3,Charon - Colder--t3mMi__ruY.mp3,Charon - Colder,20081005.0,197001.0,1132.0,21.0,4.927146435,Charon,Charon,1917,metal,1,Charon,https://www.youtube.com/watch?v=-t3mMi__ruY
20,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//-tSofoFukC4.npy,-tSofoFukC4.npy,-tSofoFukC4,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/folk/-tSofoFukC4.mp3,-tSofoFukC4.mp3,One Way Ft Al Hudson ~ You Can Do It 1979 Disco Purrfection Version--tSofoFukC4.mp3,One Way Ft Al Hudson ~ You Can Do It 1979 Disco Purrfection Version,20161105.0,44503.0,681.0,18.0,4.896995544,One Way,One Way,2630,folk,4,Paul Simon,https://www.youtube.com/watch?v=-tSofoFukC4
21,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//-ubLj8mLqOc.npy,-ubLj8mLqOc.npy,-ubLj8mLqOc,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/black/-ubLj8mLqOc.mp3,-ubLj8mLqOc.mp3,Destr?yer 666 - Traitor--ubLj8mLqOc.mp3,Destr?yer 666 - Traitor,20160229.0,33594.0,265.0,4.0,4.940520287,,,4266,black,6,Deströyer 666,https://www.youtube.com/watch?v=-ubLj8mLqOc
22,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//-w2m-TeLi6I.npy,-w2m-TeLi6I.npy,-w2m-TeLi6I,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/folk/-w2m-TeLi6I.mp3,-w2m-TeLi6I.mp3,ELUVEITIE - The Call Of The Mountains (OFFICIAL MUSIC VIDEO)--w2m-TeLi6I.mp3,ELUVEITIE - The Call Of The Mountains (OFFICIAL MUSIC VIDEO),20140731.0,23514751.0,194187.0,4649.0,4.906083107,,,837,folk,4,Eluveitie,https://www.youtube.com/watch?v=-w2m-TeLi6I
23,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//0-EF60neguk.npy,0-EF60neguk.npy,0-EF60neguk,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/folk/0-EF60neguk.mp3,0-EF60neguk.mp3,Sin?ad O'Connor - Nothing Compares 2U [Official Music Video]-0-EF60neguk.mp3,Sin?ad O'Connor - Nothing Compares 2U [Official Music Video],20170710.0,90739383.0,434423.0,26793.0,4.7660799030000005,Sinead O'Connor,Sinead O'Connor,7533,folk,4,Sinéad O'Connor,https://www.youtube.com/watch?v=0-EF60neguk
24,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//00ZHah-c0hQ.npy,00ZHah-c0hQ.npy,00ZHah-c0hQ,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/folk/00ZHah-c0hQ.mp3,00ZHah-c0hQ.mp3,Bat For Lashes - Daniel-00ZHah-c0hQ.mp3,Bat For Lashes - Daniel,20090313.0,6765159.0,31051.0,639.0,4.9193434719999996,Bat For Lashes,Bat For Lashes,423,folk,4,Bat for Lashes,https://www.youtube.com/watch?v=00ZHah-c0hQ
25,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//01yUzXQctcM.npy,01yUzXQctcM.npy,01yUzXQctcM,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/black/01yUzXQctcM.mp3,01yUzXQctcM.mp3,Mos Def - Ms. Fat Booty [Explicit]-01yUzXQctcM.mp3,Mos Def - Ms. Fat Booty [Explicit],20120504.0,4550130.0,50899.0,842.0,4.934981823,Mos Def,Mos Def,271,black,6,Mos Def,https://www.youtube.com/watch?v=01yUzXQctcM
26,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//04F4xlWSFh0.npy,04F4xlWSFh0.npy,04F4xlWSFh0,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/metal/04F4xlWSFh0.mp3,04F4xlWSFh0.mp3,Drowning Pool - Bodies-04F4xlWSFh0.mp3,Drowning Pool - Bodies,20100621.0,84969456.0,695312.0,23818.0,4.867017269,Drowning Pool,Drowning Pool,3240,metal,1,Drowning Pool,https://www.youtube.com/watch?v=04F4xlWSFh0
27,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//067YF8KHdTM.npy,067YF8KHdTM.npy,067YF8KHdTM,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/metal/067YF8KHdTM.mp3,067YF8KHdTM.mp3,PAIN - Shut Your Mouth (OFFICIAL MUSIC VIDEO)-067YF8KHdTM.mp3,PAIN - Shut Your Mouth (OFFICIAL MUSIC VIDEO),20100306.0,2141640.0,29268.0,454.0,4.93880415,Pain,Pain,2961,metal,1,Pain,https://www.youtube.com/watch?v=067YF8KHdTM
28,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//08MqYvU-yuM.npy,08MqYvU-yuM.npy,08MqYvU-yuM,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/punk/08MqYvU-yuM.mp3,08MqYvU-yuM.mp3,The Germs Lexicon Devil-08MqYvU-yuM.mp3,The Germs Lexicon Devil,20090625.0,1196499.0,8936.0,226.0,4.901331425,The Germs,The Germs,10742,punk,3,The Germs,https://www.youtube.com/watch?v=08MqYvU-yuM
29,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//09LTT0xwdfw.npy,09LTT0xwdfw.npy,09LTT0xwdfw,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/metal/09LTT0xwdfw.mp3,09LTT0xwdfw.mp3,Disturbed - Down With The Sickness [Official Music Video]-09LTT0xwdfw.mp3,Disturbed - Down With The Sickness [Official Music Video],20091026.0,78574365.0,449082.0,15223.0,4.868344307,Disturbed,Disturbed,978,metal,1,Disturbed,https://www.youtube.com/watch?v=09LTT0xwdfw
30,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//0AGD78mWcss.npy,0AGD78mWcss.npy,0AGD78mWcss,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/folk/0AGD78mWcss.mp3,0AGD78mWcss.mp3,Vashti Bunyan - Train Song-0AGD78mWcss.mp3,Vashti Bunyan - Train Song,20080519.0,4910227.0,44785.0,445.0,4.960662842,Vashti Bunyan,Vashti Bunyan,5418,folk,4,Vashti Bunyan,https://www.youtube.com/watch?v=0AGD78mWcss
31,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//0cEnz8V_SxM.npy,0cEnz8V_SxM.npy,0cEnz8V_SxM,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/punk/0cEnz8V_SxM.mp3,0cEnz8V_SxM.mp3,The Mary Onettes - Cola Falls-0cEnz8V_SxM.mp3,The Mary Onettes - Cola Falls,20180621.0,26044.0,1088.0,10.0,4.963570118,The Mary Onettes,The Mary Onettes,17873,punk,3,The Mary Onettes,https://www.youtube.com/watch?v=0cEnz8V_SxM
32,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//0Com7F2TvpU.npy,0Com7F2TvpU.npy,0Com7F2TvpU,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/rock/0Com7F2TvpU.mp3,0Com7F2TvpU.mp3,MONGOL800 ?????????Pocky? ?????????-0Com7F2TvpU.mp3,MONGOL800 ?????????Pocky? ?????????,20131120.0,1481486.0,3726.0,148.0,4.847186565,,,372,rock,0,モンゴル800,https://www.youtube.com/watch?v=0Com7F2TvpU
33,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//0E1bNmyPWww.npy,0E1bNmyPWww.npy,0E1bNmyPWww,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/folk/0E1bNmyPWww.mp3,0E1bNmyPWww.mp3,Xavier Rudd - Follow The Sun [official music video]-0E1bNmyPWww.mp3,Xavier Rudd - Follow The Sun [official music video],20120228.0,20518636.0,125979.0,3433.0,4.8939371110000005,Xavier Rudd,Xavier Rudd,11023,folk,4,Xavier Rudd,https://www.youtube.com/watch?v=0E1bNmyPWww
34,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//0ElT_SCZjUc.npy,0ElT_SCZjUc.npy,0ElT_SCZjUc,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/punk/0ElT_SCZjUc.mp3,0ElT_SCZjUc.mp3,Kings Of Nuthin - Get Busy Livin or Get Busy Dyin-0ElT_SCZjUc.mp3,Kings Of Nuthin - Get Busy Livin or Get Busy Dyin,20090105.0,126718.0,530.0,9.0,4.933209419,The Kings Of Nuthin',The Kings Of Nuthin',9603,punk,3,The Kings of Nuthin',https://www.youtube.com/watch?v=0ElT_SCZjUc
35,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//0e_HtjZS8SQ.npy,0e_HtjZS8SQ.npy,0e_HtjZS8SQ,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/country/0e_HtjZS8SQ.mp3,0e_HtjZS8SQ.mp3,Garth Brooks Friends In Low Places-0e_HtjZS8SQ.mp3,Garth Brooks Friends In Low Places,20140424.0,1678328.0,7266.0,234.0,4.875199795,,,2442,country,7,Garth Brooks,https://www.youtube.com/watch?v=0e_HtjZS8SQ
36,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//0f7hPLQpaDQ.npy,0f7hPLQpaDQ.npy,0f7hPLQpaDQ,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/hop/0f7hPLQpaDQ.mp3,0f7hPLQpaDQ.mp3,Red Snapper-Crusoe takes a trip-0f7hPLQpaDQ.mp3,Red Snapper-Crusoe takes a trip,20100415.0,36444.0,256.0,2.0,4.968992233,Red Snapper,Red Snapper,4852,hop,5,Red Snapper,https://www.youtube.com/watch?v=0f7hPLQpaDQ
37,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//0FWLXWiIGZU.npy,0FWLXWiIGZU.npy,0FWLXWiIGZU,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/rock/0FWLXWiIGZU.mp3,0FWLXWiIGZU.mp3,Scary Kids Scaring Kids- Holding On-0FWLXWiIGZU.mp3,Scary Kids Scaring Kids- Holding On,20071226.0,1445885.0,9494.0,165.0,4.931669712,Scary Kids Scaring Kids,Scary Kids Scaring Kids,4104,rock,0,Scary Kids Scaring Kids,https://www.youtube.com/watch?v=0FWLXWiIGZU
38,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//0gVxRvNfFLg.npy,0gVxRvNfFLg.npy,0gVxRvNfFLg,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/rock/0gVxRvNfFLg.mp3,0gVxRvNfFLg.mp3,Ryan Adams - Wonderwall-0gVxRvNfFLg.mp3,Ryan Adams - Wonderwall,20071106.0,5608395.0,19079.0,1008.0,4.799273014,Ryan Adams,Ryan Adams,1519,rock,0,Ryan Adams,https://www.youtube.com/watch?v=0gVxRvNfFLg
39,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//0J3vgcE5i2o.npy,0J3vgcE5i2o.npy,0J3vgcE5i2o,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/folk/0J3vgcE5i2o.mp3,0J3vgcE5i2o.mp3,Nelly Furtado - Promiscuous ft. Timbaland-0J3vgcE5i2o.mp3,Nelly Furtado - Promiscuous ft. Timbaland,20090616.0,237216537.0,912578.0,32925.0,4.860011578,Nelly Furtado,Nelly Furtado,310,folk,4,Nelly Furtado,https://www.youtube.com/watch?v=0J3vgcE5i2o
40,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//0LLvfpGpEyg.npy,0LLvfpGpEyg.npy,0LLvfpGpEyg,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/country/0LLvfpGpEyg.mp3,0LLvfpGpEyg.mp3,Cledus T. Judd - I Love Nascar!-0LLvfpGpEyg.mp3,Cledus T. Judd - I Love Nascar!,20080106.0,943139.0,3435.0,141.0,4.842281818,,,3604,country,7,Cledus T. Judd,https://www.youtube.com/watch?v=0LLvfpGpEyg
41,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//0LQEkdjBCzE.npy,0LQEkdjBCzE.npy,0LQEkdjBCzE,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/punk/0LQEkdjBCzE.mp3,0LQEkdjBCzE.mp3,Warhead (Dave Goodman Sessions)-0LQEkdjBCzE.mp3,Warhead (Dave Goodman Sessions),20141107.0,44.0,1.0,0.0,5.0,,,14106,punk,3,UK Subs,https://www.youtube.com/watch?v=0LQEkdjBCzE
42,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//0ocgkKB43xs.npy,0ocgkKB43xs.npy,0ocgkKB43xs,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/punk/0ocgkKB43xs.mp3,0ocgkKB43xs.mp3,Fashion - Love Shadow-0ocgkKB43xs.mp3,Fashion - Love Shadow,20090701.0,95606.0,632.0,17.0,4.895223618,Fashion,Fashion,1880,punk,3,Fashion,https://www.youtube.com/watch?v=0ocgkKB43xs
43,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//0p0THcQiAx8.npy,0p0THcQiAx8.npy,0p0THcQiAx8,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/hop/0p0THcQiAx8.mp3,0p0THcQiAx8.mp3,Mandalay - Not Seventeen [Instinct]-0p0THcQiAx8.mp3,Mandalay - Not Seventeen [Instinct],20091206.0,37476.0,150.0,1.0,4.9735097889999995,,,7821,hop,5,Mandalay,https://www.youtube.com/watch?v=0p0THcQiAx8
44,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//0sWKKKNRV90.npy,0sWKKKNRV90.npy,0sWKKKNRV90,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/metal/0sWKKKNRV90.mp3,0sWKKKNRV90.mp3,August Burns Red - Invisible Enemy (Official Music Video)-0sWKKKNRV90.mp3,August Burns Red - Invisible Enemy (Official Music Video),20170727.0,2527523.0,35529.0,1153.0,4.874270916,,,823,metal,1,August Burns Red,https://www.youtube.com/watch?v=0sWKKKNRV90
45,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//0tcDXJfAFVw.npy,0tcDXJfAFVw.npy,0tcDXJfAFVw,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/hop/0tcDXJfAFVw.mp3,0tcDXJfAFVw.mp3,Ja Rule - Always On Time ft. Ashanti-0tcDXJfAFVw.mp3,Ja Rule - Always On Time ft. Ashanti,20091224.0,156989738.0,551293.0,29821.0,4.794088363999999,Ja Rule,Ja Rule,14340,hop,5,Ja Rule,https://www.youtube.com/watch?v=0tcDXJfAFVw
46,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//0tEF_oYg9K8.npy,0tEF_oYg9K8.npy,0tEF_oYg9K8,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/hop/0tEF_oYg9K8.mp3,0tEF_oYg9K8.mp3,Trey Songz - slow motion *NEW 2015*-0tEF_oYg9K8.mp3,Trey Songz - slow motion *NEW 2015*,20150113.0,9484078.0,49721.0,2438.0,4.813033104,Trey Songz,Trey Songz,3318,hop,5,Trey Songz,https://www.youtube.com/watch?v=0tEF_oYg9K8
47,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicFeatures//0uvIc4u475s.npy,0uvIc4u475s.npy,0uvIc4u475s,D:/PostGraduateStudy/DataScience/MusicRecommander/music/MusicDownload/pop/0uvIc4u475s.mp3,0uvIc4u475s.mp3,"???? ????? & Polina - ?????? ?????? (???????? ?????, 2018)-0uvIc4u475s.mp3","???? ????? & Polina - ?????? ?????? (???????? ?????, 2018)",20180803.0,11017577.0,251383.0,23604.0,4.656162739,,,10074,pop,2,Дима Билан,https://www.youtube.com/watch?v=0uvIc4u475s
