artistID,style,styleID,name,youtube_url
538,pop,2,Maroon 5,https://www.youtube.com/watch?v=aJOTlE1K90k
544,pop,2,Adam Lambert,https://www.youtube.com/watch?v=Ix8ocFEMa1o
547,hop,5,Kid Cudi,https://www.youtube.com/watch?v=a7ZcDNys3ZU
701,pop,2,Shakira,https://www.youtube.com/watch?v=DUT5rEU6pqM
704,rock,0,The Pretty Reckless,https://www.youtube.com/watch?v=txBfhpm1jI0
707,metal,1,Metallica,https://www.youtube.com/watch?v=CD-E-LDc384
785,metal,1,Fear Factory,https://www.youtube.com/watch?v=MuDxo-fbW9c
808,rock,0,Rise Against,https://www.youtube.com/watch?v=JU1BlSgTXxw
815,metal,1,Killswitch Engage,https://www.youtube.com/watch?v=9SX3-xpQqL4
855,rock,0,Jane's Addiction,https://www.youtube.com/watch?v=xh-5FI21s6M
872,rock,0,Closterkeller,https://www.youtube.com/watch?v=9UU2lhP0rtM
883,metal,1,Tiamat,https://www.youtube.com/watch?v=aqyjQ6-avK8
930,metal,1,Nightwish,https://www.youtube.com/watch?v=AGWBmZnZdkw
951,rock,0,Bon Jovi,https://www.youtube.com/watch?v=lDK9QqIzhwk
966,rock,0,Nickelback,https://www.youtube.com/watch?v=1cQh1ccqu8M
967,pop,2,Sixpence None the Richer,https://www.youtube.com/watch?v=8N-qO3sPMjc
972,pop,2,t.A.T.u.,https://www.youtube.com/watch?v=8mGBaXPlri8
978,metal,1,Disturbed,https://www.youtube.com/watch?v=09LTT0xwdfw
991,pop,2,Jem,https://www.youtube.com/watch?v=kkIZqLDDHBA
1034,pop,2,Kerli,https://www.youtube.com/watch?v=wXMeZwO2qZ0
1042,pop,2,Bruno Mars,https://www.youtube.com/watch?v=PMivT7MJ41M
1044,metal,1,Slipknot,https://www.youtube.com/watch?v=6fVE8kSM43I
1055,rock,0,Myslovitz,https://www.youtube.com/watch?v=Nw3FqGDfwBU
1104,metal,1,Rammstein,https://www.youtube.com/watch?v=W3q8Od5qJio
1118,metal,1,A Perfect Circle,https://www.youtube.com/watch?v=SDvfbvuJtS8
1132,rock,0,Joe Satriani,https://www.youtube.com/watch?v=iSnB-fagFqA
1145,metal,1,Stone Sour,https://www.youtube.com/watch?v=GIzDsGyxsQM
1151,rock,0,Editors,https://www.youtube.com/watch?v=3DFCM5GegcA
1179,rock,0,Billy Talent,https://www.youtube.com/watch?v=VNWxDa_RS6c
1197,rock,0,Senses Fail,https://www.youtube.com/watch?v=uGlRicAnp7Y
1200,rock,0,Story of the Year,https://www.youtube.com/watch?v=l9WKZpC9UbU
1274,metal,1,Sepultura,https://www.youtube.com/watch?v=9P4KBmpP1WA
1375,rock,0,Snow Patrol,https://www.youtube.com/watch?v=GemKqzILV4w
1377,rock,0,The Fray,https://www.youtube.com/watch?v=AREHzaMaHag
1406,rock,0,The Offspring,https://www.youtube.com/watch?v=7iNbnineUCI
1444,pop,2,Akon,https://www.youtube.com/watch?v=bKDdT_nyP54
1455,hop,5,B.o.B,https://www.youtube.com/watch?v=kn6-c223DUU
1510,rock,0,Black Rebel Motorcycle Club,https://www.youtube.com/watch?v=mYkhNWIdra0
1573,pop,2,Вера Брежнева,https://www.youtube.com/watch?v=xFQAcEcSJqY
1609,pop,2,Lykke Li,https://www.youtube.com/watch?v=2acCDPtA-1U
1613,hop,5,Jay-Z,https://www.youtube.com/watch?v=nxrcV5edwaM
1670,rock,0,Black Veil Brides,https://www.youtube.com/watch?v=f0EQlIzPowM
1673,rock,0,Tokio Hotel,https://www.youtube.com/watch?v=Le_IyYLrUtQ
1677,rock,0,Criss Angel,https://www.youtube.com/watch?v=awULfkegm2c
1714,metal,1,Oomph!,https://www.youtube.com/watch?v=JZvwcDpPBv4
1795,pop,2,Sting,https://www.youtube.com/watch?v=d27gTrPPAyk
1797,rock,0,Guano Apes,https://www.youtube.com/watch?v=Yry2X-oObds
1852,rock,0,Red,https://www.youtube.com/watch?v=Xte6Ig-H04s
1859,rock,0,Thousand Foot Krutch,https://www.youtube.com/watch?v=ocpDEOXABWg
1979,hop,5,Cypress Hill,https://www.youtube.com/watch?v=9zCqKyBBG0o
2014,metal,1,Lacuna Coil,https://www.youtube.com/watch?v=Lx58hXh4pVA
2018,pop,2,September,https://www.youtube.com/watch?v=5Uc9vAF5A7U
2121,rock,0,OK Go,https://www.youtube.com/watch?v=dTAAsCNK7RA
2150,rock,0,Fightstar,https://www.youtube.com/watch?v=FmC-F8L-N10
2380,metal,1,Godsmack,https://www.youtube.com/watch?v=wKdOrFGojQE
2449,country,7,Brooks & Dunn,https://www.youtube.com/watch?v=fZSiBj4vCiY
2643,rock,0,Thursday,https://www.youtube.com/watch?v=5Euxy8lDpXY
2738,rock,0,Bloodhound Gang,https://www.youtube.com/watch?v=xat1GVnl8-k
2839,rock,0,Automatic Loveletter,https://www.youtube.com/watch?v=9EZlaJKCzUA
2940,metal,1,Dead by April,https://www.youtube.com/watch?v=4xFDmYl3l6w
2956,rock,0,Adema,https://www.youtube.com/watch?v=rLKX4ubmxlg
2976,hop,5,Chamillionaire,https://www.youtube.com/watch?v=9nf4DhXy9oU
2978,rock,0,Dead by Sunrise,https://www.youtube.com/watch?v=ogdkDGs7fXY
3085,rock,0,Faktion,https://www.youtube.com/watch?v=RDoSLlmYyd4
3113,pop,2,Lindsey Buckingham,https://www.youtube.com/watch?v=CO1sQPs3U8k
3124,rock,0,We Are the Fallen,https://www.youtube.com/watch?v=zzTZeeMCUBk
3240,metal,1,Drowning Pool,https://www.youtube.com/watch?v=04F4xlWSFh0
3317,hop,5,Drake,https://www.youtube.com/watch?v=DRS_PpOrUZ4
3404,pop,2,Sky Ferreira,https://www.youtube.com/watch?v=1jtTeMgWNhA
3468,rock,0,The Magic Numbers,https://www.youtube.com/watch?v=e8ULJCLEm84
3616,rock,0,Brand New,https://www.youtube.com/watch?v=SOu5LFNaVOM
3667,hop,5,Will Smith,https://www.youtube.com/watch?v=hsRjNXSG2GY
3859,rock,0,Daughtry,https://www.youtube.com/watch?v=GIF8gBp9Wcg
3928,rock,0,12 Stones,https://www.youtube.com/watch?v=a5sSwfF8PFA
3931,pop,2,Evan Taubenfeld,https://www.youtube.com/watch?v=dUcyskktUEk
4074,rock,0,Silversun Pickups,https://www.youtube.com/watch?v=O_zvGIBreoI
4104,rock,0,Scary Kids Scaring Kids,https://www.youtube.com/watch?v=0FWLXWiIGZU
4135,metal,1,Xandria,https://www.youtube.com/watch?v=gGTAmmTiD_Y
4255,rock,0,Kill Hannah,https://www.youtube.com/watch?v=3XUBNc1jHqY
4292,pop,2,Hayden Panettiere,https://www.youtube.com/watch?v=76pSVaiwtsg
4297,pop,2,Линда,https://www.youtube.com/watch?v=IwAuCdO62UU
4428,rock,0,Smile Empty Soul,https://www.youtube.com/watch?v=KDl0LLH4q7I
4562,pop,2,Jason Derülo,https://www.youtube.com/watch?v=d-mZwL4Bh6E
4567,rock,0,O.N.A.,https://www.youtube.com/watch?v=kh1qs6UEnjU
4572,rock,0,Chylińska,https://www.youtube.com/watch?v=8QwOaoyuXbY
4740,rock,0,Big Dismal,https://www.youtube.com/watch?v=lAI8WH4T15I
5217,rock,0,Fuel,https://www.youtube.com/watch?v=meihVtOxzvg
6202,rock,0,The Veils,https://www.youtube.com/watch?v=ORnMuapvrCM
6621,hop,5,Xzibit,https://www.youtube.com/watch?v=38ZDGm7IjyY
7639,metal,1,Mudvayne,https://www.youtube.com/watch?v=T54hTMNy8u4
7711,rock,0,Grey Daze,https://www.youtube.com/watch?v=K4fHO99HGg8
7766,hop,5,Chingy,https://www.youtube.com/watch?v=DBt0_P2wNiQ
8047,rock,0,Plumb,https://www.youtube.com/watch?v=Ty0SF6jmDf8
8350,metal,1,Taproot,https://www.youtube.com/watch?v=9YGL3amPmyc
9160,pop,2,Mark Ronson,https://www.youtube.com/watch?v=OPf0YbXqDm0
9262,rock,0,Gavin Rossdale,https://www.youtube.com/watch?v=EkgO5YLDANg
10737,rock,0,Blindside,https://www.youtube.com/watch?v=t-K2EdbnK6s
10825,metal,1,Noctura,https://www.youtube.com/watch?v=83uZ_8SWxB4
10827,rock,0,Amy Lee,https://www.youtube.com/watch?v=86Slf6X_ohI
11222,rock,0,Ben Moody,https://www.youtube.com/watch?v=DKCccyZvtIo
12573,rock,0,Butch Walker,https://www.youtube.com/watch?v=HU9-crHQEq8
12918,rock,0,Band of Skulls,https://www.youtube.com/watch?v=7G3h17i6xEM
13214,metal,1,The Letter Black,https://www.youtube.com/watch?v=NNaaql3jnik
14340,hop,5,Ja Rule,https://www.youtube.com/watch?v=0tcDXJfAFVw
15371,pop,2,Holly Brook,https://www.youtube.com/watch?v=7IBw2MOUkKA
15566,rock,0,Chester Bennington,https://www.youtube.com/watch?v=De4MX7lLaio
18515,rock,0,Hurricane Bells,https://www.youtube.com/watch?v=Kh88ZzYmyiU
18630,rock,0,Doppelganger,https://www.youtube.com/watch?v=HX59G9_Okok
55,pop,2,Kylie Minogue,https://www.youtube.com/watch?v=YPwtJ89jes4
293,pop,2,Ashlee Simpson,https://www.youtube.com/watch?v=WJCsyLUCSXI
298,pop,2,Lily Allen,https://www.youtube.com/watch?v=n4OS3MsWEtw
59,pop,2,New Order,https://www.youtube.com/watch?v=SVkq8IEO4tc
98,pop,2,Japan,https://www.youtube.com/watch?v=8JF25k0Rm0k
193,pop,2,Tears for Fears,https://www.youtube.com/watch?v=aGCdLKXNF3w
429,pop,2,The Smiths,https://www.youtube.com/watch?v=y9Gf-f_hWpU
441,punk,3,Joy Division,https://www.youtube.com/watch?v=zuuObGsB0No
550,rock,0,The Fleshtones,https://www.youtube.com/watch?v=5u1JvCn5rnU
552,pop,2,The Barracudas,https://www.youtube.com/watch?v=5oQIbCbQuBg
557,rock,0,The Fuzztones,https://www.youtube.com/watch?v=mghnY9oCGZk
559,rock,0,Southern Culture on the Skids,https://www.youtube.com/watch?v=i01NMa5yIwA
573,rock,0,The Detroit Cobras,https://www.youtube.com/watch?v=v8ZhLBO9NZY
612,pop,2,Talking Heads,https://www.youtube.com/watch?v=O52jAYa4Pm8
852,punk,3,The Stranglers,https://www.youtube.com/watch?v=AtTsky80XmQ
877,pop,2,Alphaville,https://www.youtube.com/watch?v=t1TcDHrkQYg
997,pop,2,The Human League,https://www.youtube.com/watch?v=uPudE8nDog0
1000,pop,2,Information Society,https://www.youtube.com/watch?v=7uvZwaymYWY
1001,pop,2,Pet Shop Boys,https://www.youtube.com/watch?v=HIQCI1reA08
1013,pop,2,Ultravox,https://www.youtube.com/watch?v=Q4FT7BKr8GE
1019,pop,2,Yazoo,https://www.youtube.com/watch?v=LIiyT67Sjbg
1027,pop,2,Heaven 17,https://www.youtube.com/watch?v=bWkULcx0Ck0
1083,punk,3,Siouxsie and the Banshees,https://www.youtube.com/watch?v=eVTtFjU0T-Y
1206,punk,3,Misfits,https://www.youtube.com/watch?v=9y2MyMqVD0E
1227,rock,0,Dick Dale,https://www.youtube.com/watch?v=lRH_70_Foow
1878,punk,3,Devo,https://www.youtube.com/watch?v=j_QLzthSkfM
1879,pop,2,Split Enz,https://www.youtube.com/watch?v=xv6oOxn1axw
1883,pop,2,The Cars,https://www.youtube.com/watch?v=xuZA6qiJVfU
1885,pop,2,Dead or Alive,https://www.youtube.com/watch?v=iZACBEW_B8s
1889,pop,2,Oingo Boingo,https://www.youtube.com/watch?v=iypUpv9xelg
1892,pop,2,Eurythmics,https://www.youtube.com/watch?v=qeMFqkcPYcg
1895,pop,2,Visage,https://www.youtube.com/watch?v=vMPR6Ujop4k
2029,pop,2,Madness,https://www.youtube.com/watch?v=KwIe_sjKeAY
2033,punk,3,Ska-P,https://www.youtube.com/watch?v=FvmAk7mXtUY
2490,punk,3,The Specials,https://www.youtube.com/watch?v=RZ2oXzrnti4
2629,pop,2,Elvis Costello,https://www.youtube.com/watch?v=C9GlC9GyF4Y
2637,punk,3,Sublime,https://www.youtube.com/watch?v=U60W49hrbsw
2936,pop,2,A Flock of Seagulls,https://www.youtube.com/watch?v=a3ROofd1aA0
2938,punk,3,Echo & The Bunnymen,https://www.youtube.com/watch?v=LWz0JC7afNQ
3281,pop,2,The B-52's,https://www.youtube.com/watch?v=9SOryJvTAGs
3430,punk,3,The Cramps,https://www.youtube.com/watch?v=9TR6QuOj-Gw
3439,punk,3,Demented Are Go!,https://www.youtube.com/watch?v=IlX_IFif93g
3443,punk,3,Butthole Surfers,https://www.youtube.com/watch?v=CO8vBVUaKvk
3455,punk,3,Nekromantix,https://www.youtube.com/watch?v=fnUigQAzrZs
3458,rock,0,The Byrds,https://www.youtube.com/watch?v=GJbz0lieLbw
3791,punk,3,The Mighty Mighty Bosstones,https://www.youtube.com/watch?v=vGRMhVMkQG0
3954,pop,2,Corona,https://www.youtube.com/watch?v=pCfFOB-ESYU
4129,pop,2,The Jam,https://www.youtube.com/watch?v=YfpRm-p7qlY
4494,pop,2,Joe Jackson,https://www.youtube.com/watch?v=PJwt2dxx9yg
4723,rock,0,Messer Chups,https://www.youtube.com/watch?v=tZZHrK311aw
4724,punk,3,The Meteors,https://www.youtube.com/watch?v=QVuakTXKo7s
5260,pop,2,Adam and the Ants,https://www.youtube.com/watch?v=2_7rIxzcA8E
5434,pop,2,The Zombies,https://www.youtube.com/watch?v=aIvY8viuYf4
5809,rock,0,Barón Rojo,https://www.youtube.com/watch?v=30ezaF7MH-w
6073,pop,2,Missing Persons,https://www.youtube.com/watch?v=1WDly1Oc_P4
6784,pop,2,Squeeze,https://www.youtube.com/watch?v=3UuU4mX1qnk
7038,punk,3,Akurat,https://www.youtube.com/watch?v=b1lEEzrt8hs
7155,pop,2,Luna,https://www.youtube.com/watch?v=lpwG8f9nt4s
7239,punk,3,Stray Cats,https://www.youtube.com/watch?v=KGWsTksejSM
7329,punk,3,Goldfinger,https://www.youtube.com/watch?v=WV2eFueTaNA
7837,pop,2,Mecano,https://www.youtube.com/watch?v=lnGg93zVzjM
7927,pop,2,Men at Work,https://www.youtube.com/watch?v=XfR9iY5y94s
8065,punk,3,Zombie Ghost Train,https://www.youtube.com/watch?v=DSiLJQiOIVk
9267,pop,2,Parálisis Permanente,https://www.youtube.com/watch?v=6546lYWjkc8
9603,punk,3,The Kings of Nuthin',https://www.youtube.com/watch?v=0ElT_SCZjUc
9865,pop,2,B-Movie,https://www.youtube.com/watch?v=aQfC7Ow5GHo
9980,pop,2,Anne Clark,https://www.youtube.com/watch?v=4rK7oT1mnf8
10402,punk,3,Mad Sin,https://www.youtube.com/watch?v=8ImzYJn6A54
10404,punk,3,Calabrese,https://www.youtube.com/watch?v=20dZ4nkwnbU
10406,punk,3,Rezurex,https://www.youtube.com/watch?v=23k_rGT5Ogc
10762,rock,0,The Litter,https://www.youtube.com/watch?v=h2dCjHcfDpo
10972,rock,0,The Mooney Suzuki,https://www.youtube.com/watch?v=TWyB-EoS-bM
12049,pop,2,Los Auténticos Decadentes,https://www.youtube.com/watch?v=Pvope7xOzHg
